longitude,latitude,school_name,composite_score,composite_score_rank,equity_rank,excellence_rank,efficiency_rank,Asian,AfricanAmerican,NotReported,Filipino,HispanicorLatino,TwoorMoreRaces,White,PacificIslander,AmericanIndianorAlaskaNative
-122.41920931918712,37.78972790944539,Redding Elementary,25.47,27,40,14,65,17.479674796747968,8.94308943089431,2.8455284552845526,5.691056910569105,23.983739837398375,8.536585365853659,31.300813008130078,0.8130081300813009,0.40650406504065045
-122.49229212896095,37.74884955200821,Stevenson (Robert Louis) Elementary,24.04,22,8,90,60,70.54794520547945,0.228310502283105,5.707762557077626,2.73972602739726,5.93607305936073,6.392694063926941,8.21917808219178,0.228310502283105,
-122.4307701153482,37.76395156696111,Sanchez Elementary,32.94,46,59,37,21,3.272727272727273,6.909090909090909,2.5454545454545454,3.272727272727273,74.18181818181819,2.5454545454545454,6.181818181818182,,1.090909090909091
-122.45911120010862,37.714337537213225,Sheridan Elementary,54.8,88,61,92,33,13.157894736842104,15.789473684210526,4.2105263157894735,8.421052631578947,41.05263157894737,10.526315789473683,5.7894736842105265,1.0526315789473684,
-122.4264524275307,37.79818152404522,Sherman Elementary,13.85,3,15,64,14,13.829787234042554,9.219858156028367,9.574468085106384,3.1914893617021276,18.79432624113475,8.865248226950355,35.46099290780142,0.7092198581560284,0.3546099290780142
-122.38059762636192,37.73372201757104,Malcolm X Academy,30.24,39,94,12,0,,61.904761904761905,3.8095238095238098,0.9523809523809524,8.571428571428571,18.095238095238095,1.9047619047619049,4.761904761904762,
-122.41893504778466,37.79440095639586,Spring Valley Elementary,25.72,28,46,41,12,25.233644859813083,3.2710280373831773,1.8691588785046727,1.4018691588785046,59.813084112149525,2.803738317757009,5.14018691588785,,0.46728971962616817
-122.39878596811064,37.75260483906197,King (Thomas Starr) Elementary,41.53,66,63,42,53,29.253731343283583,11.044776119402986,6.567164179104477,1.791044776119403,14.925373134328357,23.283582089552237,11.044776119402986,2.0895522388059704,
-122.44878663237712,37.73029282037368,Sunnyside Elementary,31.5,41,13,95,63,12.857142857142856,2.571428571428571,3.7142857142857144,6.0,21.142857142857142,13.142857142857142,38.57142857142858,2.0,
-122.4710030558374,37.78385381812768,Sutro Elementary,29.87,37,18,77,58,71.7741935483871,1.2096774193548387,3.225806451612903,1.6129032258064515,6.048387096774194,6.451612903225806,9.67741935483871,,
-122.49992579436277,37.73729056449423,Ulloa Elementary,29.41,35,19,70,72,75.43186180422265,0.7677543186180422,3.45489443378119,3.8387715930902107,6.142034548944338,5.3742802303262955,4.798464491362764,0.19193857965451055,
-122.4103498473894,37.71268830032591,Visitacion Valley Elementary,23.23,19,58,16,13,42.585551330798474,8.745247148288973,2.2813688212927756,3.802281368821293,27.756653992395435,5.323193916349809,2.2813688212927756,7.224334600760455,
-122.46467704980518,37.74354578152372,West Portal Elementary,28.03,32,22,65,46,58.644067796610166,1.5254237288135595,4.406779661016949,1.3559322033898304,7.288135593220339,9.830508474576272,16.94915254237288,,
-122.49700241240988,37.75140344277872,Giannini (A.P.) Middle,49.9,79,26,63,99,47.69488683989941,3.1014249790444257,4.777870913663034,3.269069572506287,11.5674769488684,10.561609388097235,18.608549874266554,0.4191114836546521,
-122.41167118412773,37.80478532894563,Francisco Middle,58.93,91,99,27,28,52.054794520547944,5.283757338551859,4.892367906066536,1.761252446183953,21.91780821917808,4.892367906066536,8.610567514677104,0.3913894324853229,0.19569471624266144
-122.47030783096552,37.74536119347124,Hoover (Herbert) Middle,47.8,73,56,23,95,50.9493670886076,2.0042194092827006,4.008438818565401,1.7932489451476792,29.008438818565402,4.852320675105485,7.067510548523207,0.10548523206751054,0.21097046413502107
-122.44285584648104,37.7218086904258,Denman (James) Middle,32.11,44,76,10,23,14.430379746835442,4.556962025316456,4.6835443037974684,11.012658227848101,49.74683544303797,6.455696202531645,7.974683544303797,1.0126582278481013,0.12658227848101267
-122.40490655366222,37.72794364440051,King Jr. (Martin Luther) Academic Middle,28.87,33,67,3,47,29.919137466307276,13.746630727762804,2.964959568733154,6.46900269541779,41.509433962264154,2.6954177897574128,1.078167115902965,1.6172506738544474,
-122.45886816971824,37.78228713657927,Roosevelt Middle,74.97,98,78,78,96,48.401826484018265,3.95738203957382,5.0228310502283104,1.67427701674277,10.6544901065449,10.197869101978691,19.63470319634703,0.30441400304414,0.15220700152207
-122.4118122350452,37.71724682186198,Visitacion Valley Middle,51.5,84,87,31,67,17.363344051446948,9.003215434083602,1.929260450160772,5.466237942122187,53.054662379421224,4.823151125401929,1.2861736334405145,7.07395498392283,
-122.46624193303064,37.73016920293651,Aptos Middle,51.87,85,73,53,64,41.1901983663944,6.651108518086348,3.150525087514586,4.200700116686114,25.55425904317386,9.334889148191365,9.918319719953326,,
-122.42869174710164,37.76402732960156,Everett Middle,15.2,8,79,1,4,1.4989293361884368,5.567451820128479,3.4261241970021414,1.070663811563169,76.65952890792292,3.854389721627409,7.494646680942184,,0.4282655246252677
-122.4197720686568,37.75370925737502,Buena Vista/ Horace Mann K-8,54.62,87,86,43,66,0.17094017094017094,0.6837606837606838,4.102564102564102,0.17094017094017094,88.2051282051282,1.7094017094017095,4.957264957264957,,
-122.43171749953262,37.74908087742125,Lick (James) Middle,29.82,36,66,9,37,1.680672268907563,8.193277310924369,4.621848739495799,1.2605042016806722,70.37815126050421,4.201680672268908,8.61344537815126,0.8403361344537815,0.21008403361344538
-122.43636236549958,37.801764282165266,Marina Middle,35.98,54,65,17,49,58.56269113149847,5.657492354740061,4.587155963302752,2.7522935779816518,17.2782874617737,3.82262996941896,7.339449541284404,,
-122.49009317886367,37.78084198959016,Presidio Middle,51.16,83,52,44,94,35.0,2.857142857142857,6.63265306122449,2.9591836734693877,15.408163265306122,13.77551020408163,23.06122448979592,0.10204081632653061,0.20408163265306123
-122.43108972775826,37.74256737296776,Mission Education Center,33.02,47,37,28,83,,0.8064516129032258,4.838709677419355,,79.83870967741935,4.838709677419355,9.67741935483871,,
-122.44462675733456,37.757781201556895,Rooftop Elementary,25.11,24,25,62,26,6.140350877192982,11.052631578947368,8.070175438596491,2.1052631578947367,25.964912280701753,13.157894736842104,32.98245614035088,,0.5263157894736842
-122.43258932382328,37.72580994194931,San Francisco Community Alternative,18.61,13,28,34,43,3.2846715328467155,9.854014598540147,7.664233576642336,6.204379562043796,39.78102189781022,8.394160583941606,23.722627737226276,0.7299270072992701,0.36496350364963503
-122.38633118182992,37.73237419571336,Carver (George Washington) Elementary,41.76,68,88,36,8,,52.57731958762887,3.0927835051546393,,23.711340206185564,4.123711340206185,,14.432989690721648,2.0618556701030926
-122.4503123329066,37.77429955155651,New Traditions Elementary,23.72,21,14,81,41,6.299212598425196,5.511811023622047,8.267716535433072,1.1811023622047243,15.354330708661418,12.992125984251967,49.60629921259843,0.39370078740157477,0.39370078740157477
-122.4123083198656,37.75621898833373,Moscone (George R.) Elementary,39.65,61,54,51,39,27.27272727272727,2.272727272727273,4.829545454545454,,61.36363636363637,1.7045454545454544,2.556818181818182,,
-122.44340251533548,37.8030908771488,Lilienthal (Claire) Elementary,40.88,65,31,87,61,28.955223880597014,7.014925373134329,7.462686567164178,1.9402985074626864,11.641791044776118,17.01492537313433,25.970149253731346,,
-122.39351506232708,37.731744844556715,Drew (Charles) College Preparatory Academy,34.05,49,71,19,22,0.53475935828877,54.01069518716578,4.81283422459893,2.13903743315508,31.550802139037433,4.27807486631016,,1.6042780748663104,1.06951871657754
-122.469280770054,37.759395869069465,Yu (Alice Fong) Elementary,66.85,94,69,98,78,59.7623089983022,5.602716468590832,7.130730050933787,3.0560271646859083,4.923599320882852,14.091680814940577,4.923599320882852,,0.5093378607809848
-122.4026695214984,37.79843150533134,Chin (John Yehall) Elementary,50.03,81,33,94,88,81.81818181818183,0.7905138339920948,3.1620553359683794,2.766798418972332,4.3478260869565215,1.185770750988142,5.928853754940711,,
-122.49980957731788,37.750880618669385,Sunset Elementary,14.35,6,3,91,32,55.08684863523573,0.7444168734491315,6.451612903225806,1.7369727047146404,6.451612903225806,11.910669975186105,17.617866004962778,,
-122.41942803923894,37.782055182511215,Tenderloin Community,26.73,30,74,15,7,13.66906474820144,9.352517985611511,4.676258992805756,3.597122302158273,51.798561151079134,5.0359712230215825,11.151079136690647,0.7194244604316548,
